"번호","레벨","섹션","유형","id","스크립트/지문","문제","보기1","보기2","보기3","보기4","정답번호","정답내용","참고(일본어해설)","정답OK(Y/N)","검수의견"
"274","TOPIK II (3〜6級)","읽기","내용/주제","t2-r-notdetail-library","","［도서관 이용 안내］ 운영 시간: 평일 오전 9시 ~ 오후 6시. 주말은 쉽니다. 한 번에 책 5권까지 빌릴 수 있습니다.　案内の内容と違うものを選んでください。","주말에도 문을 엽니다.","평일에 이용할 수 있습니다.","오후 여섯 시에 닫습니다.","책을 다섯 권까지 빌립니다.","1","주말에도 문을 엽니다.","案内は「주말은 쉽니다(週末は休み)」→「주말에도 문을 엽니다」は違う。","",""
"275","TOPIK II (3〜6級)","읽기","내용/주제","t2-r-theme-exercise","","운동은 건강에 좋습니다. 하지만 갑자기 무리하게 운동을 하면 오히려 몸을 다칠 수 있습니다. 그래서 자신의 몸에 맞게 천천히 시작하는 것이 중요합니다.　この文の主題を選んでください。","운동은 자기 몸에 맞게 해야 한다.","운동은 하면 안 된다.","운동은 빨리 해야 한다.","운동은 건강에 나쁘다.","1","운동은 자기 몸에 맞게 해야 한다.","「자신의 몸에 맞게 천천히」が主題。無理は禁物。","",""
"276","TOPIK II (3〜6級)","읽기","내용/주제","t2-r-theme-shopping","","요즘은 인터넷으로 물건을 사는 사람이 많습니다. 집에서 편하게 살 수 있고 값도 싼 경우가 많기 때문입니다. 하지만 직접 보지 못하고 사기 때문에 물건이 생각과 다를 때도 있습니다.　この文の中心となる考えを選んでください。","인터넷 쇼핑은 편리하지만 단점도 있다.","인터넷 쇼핑은 항상 좋다.","물건은 가게에서만 사야 한다.","인터넷 쇼핑은 값이 비싸다.","1","인터넷 쇼핑은 편리하지만 단점도 있다.","便利さ(장점)と「생각과 다를 때도 있다」(단점)の両面 → 中心は「便利だが短所もある」。","",""
"277","TOPIK II (3〜6級)","읽기","지문 세트","t2-r-passage-bike-1","지난달부터 자전거로 출퇴근을 시작했습니다. 처음에는 회사까지 가는 데 시간이 오래 걸리고 힘들었습니다. 그렇지만 한 달이 지나니까 몸도 건강해지고 기분도 좋아졌습니다. 무엇보다 차가 막히지 않아서 좋습니다. 앞으로도 계속 자전거를 타려고 합니다.","この人は何について話していますか。","자전거로 출퇴근하는 것","자동차를 사는 것","운동을 그만두는 것","회사를 옮기는 것","1","자전거로 출퇴근하는 것","全体が「자전거로 출퇴근(自転車通勤)」の話。","",""
"278","TOPIK II (3〜6級)","읽기","지문 세트","t2-r-passage-bike-2","지난달부터 자전거로 출퇴근을 시작했습니다. 처음에는 회사까지 가는 데 시간이 오래 걸리고 힘들었습니다. 그렇지만 한 달이 지나니까 몸도 건강해지고 기분도 좋아졌습니다. 무엇보다 차가 막히지 않아서 좋습니다. 앞으로도 계속 자전거를 타려고 합니다.","内容と同じものを選んでください。","이 사람은 앞으로도 자전거를 탈 것입니다.","자전거 타기를 그만두려고 합니다.","자전거를 타면 차가 막힙니다.","처음부터 쉬웠습니다.","1","이 사람은 앞으로도 자전거를 탈 것입니다.","「앞으로도 계속 자전거를 타려고 합니다」が一致。最初は大変だった。","",""
"279","TOPIK II (3〜6級)","읽기","지문 세트","t2-r-passage-invite-1","민수 씨에게. 민수 씨, 다음 주 토요일에 제 생일 파티를 하려고 합니다. 저녁 여섯 시에 우리 집에서 모이기로 했어요. 음식은 제가 준비할 테니까 그냥 편하게 오시면 됩니다. 혹시 못 오시면 미리 연락 주세요. 그럼 토요일에 봐요. - 지영 -","지영 씨는 왜 이 글을 썼습니까?　なぜこの文を書きましたか。","생일 파티에 초대하려고","사과하려고","약속을 취소하려고","음식을 부탁하려고","1","생일 파티에 초대하려고","「생일 파티를 하려고 합니다」→ 誕生日パーティーへの招待。","",""
"280","TOPIK II (3〜6級)","읽기","지문 세트","t2-r-passage-invite-2","민수 씨에게. 민수 씨, 다음 주 토요일에 제 생일 파티를 하려고 합니다. 저녁 여섯 시에 우리 집에서 모이기로 했어요. 음식은 제가 준비할 테니까 그냥 편하게 오시면 됩니다. 혹시 못 오시면 미리 연락 주세요. 그럼 토요일에 봐요. - 지영 -","内容と同じものを選んでください。","파티는 토요일 저녁에 합니다.","파티는 지영 씨 회사에서 합니다.","민수 씨가 음식을 준비합니다.","파티는 오전에 합니다.","1","파티는 토요일 저녁에 합니다.","「토요일 저녁 여섯 시에 우리 집에서」→ 土曜の夕方。料理は지영が準備。","",""
"281","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-jamaja","","집에 ( ) 잠이 들었습니다.　（　）に入る正しいものを選んでください。","도착하자마자","도착하더라도","도착하는데","도착하거나","1","도착하자마자","「-자마자」は「~するやいなや」。着くやいなや眠ってしまった。","",""
"282","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-jeok","","저는 제주도에 ( ) 적이 있습니다.　（　）に入る正しいものを選んでください。","가 본","갈","가는","가던","1","가 본","「-(으)ㄴ 적이 있다」は「~したことがある」。過去形「가 본」が入る。","",""
"283","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-neundedo","","약을 ( ) 감기가 낫지 않았습니다.　（　）に入る正しいものを選んでください。","먹는데도","먹어서","먹으려고","먹자마자","1","먹는데도","「-는데도」は「~のに」。薬を飲んだのに治らなかった。","",""
"284","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-jul","","저는 수영을 할 ( ) 압니다.　（　）に入る正しいものを選んでください。","줄","수","것","적","1","줄","「-(으)ㄹ 줄 알다」は「~できる/やり方を知っている」。「할 줄 압니다」。","",""
"285","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-syn-soonas","","수업이 끝나자마자 집에 갔어요.　「끝나자마자」と意味が近いものを選んでください。","끝난 후에 바로","끝나기 전에","끝나는 동안","끝나지 않아서","1","끝난 후에 바로","「-자마자」≒「~した後すぐ(끝난 후에 바로)」。","",""
"286","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-syn-cheap","","이 식당은 음식값이 쌉니다.　「쌉니다」と意味が近いものを選んでください。","저렴합니다","비쌉니다","맛없습니다","부족합니다","1","저렴합니다","「싸다(安い)」=「저렴하다」。비싸다は反対(高い)。","",""
"287","TOPIK II (3〜6級)","읽기","내용/주제","t2-r-d-recycle","","쓰레기를 버릴 때는 종류에 따라 나누어 버려야 합니다. 종이, 플라스틱, 캔은 각각 다른 곳에 버립니다. 이렇게 하면 환경을 보호할 수 있습니다.　内容と同じものを選んでください。","쓰레기는 종류에 따라 나누어 버려야 합니다.","쓰레기는 한곳에 모두 버립니다.","쓰레기를 나누면 환경에 나쁩니다.","플라스틱과 종이는 같은 곳에 버립니다.","1","쓰레기는 종류에 따라 나누어 버려야 합니다.","「종류에 따라 나누어 버려야(種類ごとに分けて捨てる)」が一致。","",""
"288","TOPIK II (3〜6級)","읽기","내용/주제","t2-r-theme-habit","","건강을 지키려면 좋은 생활 습관이 필요합니다. 규칙적으로 식사하고, 충분히 자고, 매일 조금씩 운동하는 것이 좋습니다. 작은 습관이 건강을 만듭니다.　この文の主題を選んでください。","좋은 생활 습관이 건강을 만든다.","운동은 가끔 하면 된다.","잠은 적게 자야 한다.","식사는 불규칙해도 된다.","1","좋은 생활 습관이 건강을 만든다.","「작은 습관이 건강을 만든다(小さな習慣が健康をつくる)」が主題。","",""
"289","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-eulkka","","내일 비가 ( ) 봐서 우산을 챙겼습니다.　（　）に入る正しいものを選んでください。","올까","오는데","오더라도","오자마자","1","올까","「-(으)ㄹ까 봐(서)」は「~するかと思って」。雨が降るかと思って傘を用意した。","",""
"290","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-neunde","","옷을 사러 백화점에 ( ) 문을 닫았습니다.　（　）に入る正しいものを選んでください。","갔는데","가려고","가거나","갈수록","1","갔는데","「-았/었는데」は「~したところ/のに」。行ったら閉まっていた。","",""
"291","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-wihae","","운동도 할 ( ) 한 정거장 일찍 내려서 걸었어요.　（　）に入る正しいものを選んでください。","겸","뿐","채","김","1","겸","「-(으)ㄹ 겸」は「~を兼ねて」。運動も兼ねて一駅前で降りて歩いた。","",""
"292","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-nikka","","지금 출발하면 길이 많이 ( ) 지하철로 가는 게 어때요?　（　）に入る正しいものを選んでください。","막힐 텐데","막히든지","막히거나","막히려고","1","막힐 텐데","「-(으)ㄹ 텐데」は推測+状況「~だろうに」。道が混むだろうから地下鉄で。","",""
"293","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-syn-everyday","","오래 고민했지만 결국 포기했어요.　「결국」と意味が近いものを選んでください。","마침내","도저히","어쩌면","오히려","1","마침내","「결국」≒「마침내(ついに)」。","",""
"294","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-syn-quickly","","그는 여전히 같은 일을 하고 있어요.　「여전히」と意味が近いものを選んでください。","아직도","드디어","이미","곧","1","아직도","「여전히」≒「아직도(依然として)」。","",""
"295","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-syn-hard2","","그렇게 친절한 사람은 매우 드뭅니다.　「드뭅니다」と意味が近いものを選んでください。","흔치 않습니다","흔합니다","자주 있습니다","간단합니다","1","흔치 않습니다","「드물다」≒「흔치 않다(まれだ)」。흔하다=ありふれている。","",""
"296","TOPIK II (3〜6級)","읽기","내용/주제","t2-r-d-festival","","이번 주말에 우리 동네에서 음악 축제가 열립니다. 여러 가수가 와서 노래를 부릅니다. 입장은 무료입니다. 누구나 올 수 있습니다.　内容と同じものを選んでください。","축제는 무료로 볼 수 있습니다.","축제는 돈을 내야 합니다.","축제에 가수가 안 옵니다.","축제는 평일에 열립니다.","1","축제는 무료로 볼 수 있습니다.","「입장은 무료입니다(入場無料)」が一致。주말に開催。","",""
"297","TOPIK II (3〜6級)","읽기","내용/주제","t2-r-d-wallet","","［분실물 안내］ 지갑을 찾았습니다. 검은색이고 안에 카드가 들어 있습니다. 주인은 사무실로 오세요.　内容と同じものを選んでください。","지갑 안에 카드가 있습니다.","지갑은 빨간색입니다.","지갑 안에 돈이 많습니다.","지갑을 잃어버렸습니다.","1","지갑 안에 카드가 있습니다.","「안에 카드가 들어 있습니다」が一致。色は검은색(黒)。","",""
"298","TOPIK II (3〜6級)","읽기","내용/주제","t2-r-notdetail-gym","","［헬스장 안내］ 운영: 매일 오전 6시~밤 11시. 요금: 한 달 3만 원. 수건은 무료로 드립니다.　案内の内容と違うものを選んでください。","일요일은 쉽니다.","매일 문을 엽니다.","한 달에 3만 원입니다.","수건은 무료입니다.","1","일요일은 쉽니다.","「매일 운영」とあるので「일요일은 쉽니다」は違う。","",""
"299","TOPIK II (3〜6級)","읽기","내용/주제","t2-r-theme-reading","","책을 많이 읽으면 여러 가지 좋은 점이 있습니다. 새로운 지식을 얻고 생각도 넓어집니다. 그래서 저는 시간이 날 때마다 책을 읽습니다.　この文の主題を選んでください。","독서는 좋은 점이 많다.","책은 너무 비싸다.","독서는 지루하다.","책을 읽을 시간이 없다.","1","독서는 좋은 점이 많다.","「여러 가지 좋은 점」が主題 → 読書は良い点が多い。","",""
"300","TOPIK II (3〜6級)","읽기","내용/주제","t2-r-theme-time","","시간은 누구에게나 똑같이 주어집니다. 하지만 어떻게 쓰는지에 따라 결과가 달라집니다. 그래서 시간을 잘 관리하는 것이 중요합니다.　この文の主題を選んでください。","시간 관리가 중요하다.","시간은 사람마다 다르다.","시간은 중요하지 않다.","결과는 운에 달렸다.","1","시간 관리가 중요하다.","「시간을 잘 관리하는 것이 중요하다」が主題。","",""
"301","TOPIK II (3〜6級)","읽기","지문 세트","t2-r-passage-cafe-1","집 근처에 작은 카페가 새로 생겼습니다. 커피 맛도 좋고 직원도 친절합니다. 무엇보다 자리가 넓어서 책을 읽거나 공부하기에 좋습니다. 그래서 저는 주말마다 그곳에 갑니다.","이 사람은 카페에 왜 자주 갑니까?　なぜよくカフェに行きますか。","책을 읽거나 공부하기 좋아서","집에서 멀어서","커피가 공짜라서","친구가 일해서","1","책을 읽거나 공부하기 좋아서","「자리가 넓어서 책을 읽거나 공부하기에 좋다」が理由。","",""
"302","TOPIK II (3〜6級)","읽기","지문 세트","t2-r-passage-cafe-2","집 근처에 작은 카페가 새로 생겼습니다. 커피 맛도 좋고 직원도 친절합니다. 무엇보다 자리가 넓어서 책을 읽거나 공부하기에 좋습니다. 그래서 저는 주말마다 그곳에 갑니다.","内容と同じものを選んでください。","카페 직원이 친절합니다.","카페가 시끄럽습니다.","자리가 좁습니다.","커피 맛이 없습니다.","1","카페 직원이 친절합니다.","「직원도 친절합니다」が一致。","",""
"303","TOPIK II (3〜6級)","읽기","빈칸 채우기","t3-r-g-dorok","","다른 사람이 잘 들을 수 ( ) 크게 말했습니다.　（　）に入る正しいものを選んでください。","있도록","있어서","있지만","있거나","1","있도록","「-도록」は「~するように」。よく聞こえるように大きく話した。","",""
"304","TOPIK II (3〜6級)","읽기","빈칸 채우기","t3-r-g-getda","","하늘을 보니 곧 비가 ( ).　（　）に入る正しいものを選んでください。","오겠습니다","왔습니다","오는데","오거나","1","오겠습니다","推測の「-겠-」。空を見ると、もうすぐ雨が降りそうだ。","",""
"305","TOPIK II (3〜6級)","읽기","빈칸 채우기","t3-r-g-hue","","집에 ( ) 비가 쏟아지기 시작했어요.　（　）に入る正しいものを選んでください。","도착하자마자","도착하더라도","도착하느라","도착하도록","1","도착하자마자","「-자마자」は「~するとすぐに」。家に着くやいなや雨が降り出した。","",""
"306","TOPIK II (3〜6級)","읽기","빈칸 채우기","t3-r-g-myeonseo","","그는 텔레비전을 ( ) 잠이 들었어요.　（　）に入る正しいものを選んでください。","켠 채로","켜려고","켜거나","켜지만","1","켠 채로","「-(으)ㄴ 채(로)」は「~したまま」。テレビをつけたまま寝てしまった。","",""
"307","TOPIK II (3〜6級)","읽기","빈칸 채우기","t3-r-syn-verymuch","","시험에 떨어져서 몹시 속상했어요.　「몹시」と意味が近いものを選んでください。","무척","별로","전혀","조금","1","무척","「몹시」≒「무척(とても)」。별로・전혀は否定と呼応。","",""
"308","TOPIK II (3〜6級)","읽기","빈칸 채우기","t3-r-syn-finish","","일을 다 끝냈습니다.　「끝냈습니다」と意味が近いものを選んでください。","마쳤습니다","시작했습니다","준비했습니다","미뤘습니다","1","마쳤습니다","「끝내다(終える)」=「마치다」。시작하다は反対(始める)。","",""
"309","TOPIK II (3〜6級)","읽기","빈칸 채우기","t3-r-syn-buy","","시장에서 과일을 샀습니다.　「샀습니다」と意味が近いものを選んでください。","구입했습니다","판매했습니다","빌렸습니다","버렸습니다","1","구입했습니다","「사다(買う)」=「구입하다」。판매하다は売る。","",""
"310","TOPIK II (3〜6級)","읽기","내용/주제","t3-r-d-volunteer","","저는 한 달에 한 번 봉사활동을 합니다. 노인정에 가서 청소를 돕고 이야기도 나눕니다. 처음에는 어색했지만 지금은 보람을 느낍니다.　内容と同じものを選んでください。","저는 봉사활동을 합니다.","봉사활동이 지루합니다.","매일 봉사활동을 합니다.","봉사활동을 그만뒀습니다.","1","저는 봉사활동을 합니다.","「한 달에 한 번 봉사활동을 합니다」が一致。今は보람(やりがい)を感じる。","",""
"311","TOPIK II (3〜6級)","읽기","내용/주제","t3-r-d-water","","［안내］ 내일 오전 9시부터 12시까지 수도 공사로 물이 나오지 않습니다. 미리 물을 받아 두시기 바랍니다.　内容と同じものを選んでください。","내일 오전에 물이 안 나옵니다.","하루 종일 물이 안 나옵니다.","전기 공사를 합니다.","물을 받을 필요가 없습니다.","1","내일 오전에 물이 안 나옵니다.","「오전 9시부터 12시까지 물이 안 나온다」→ 明日の午前。","",""
"312","TOPIK II (3〜6級)","읽기","내용/주제","t3-r-notdetail-swim","","［수영 강습 안내］ 기간: 매주 월·수·금. 시간: 저녁 7시. 대상: 초보자. 준비물: 수영복, 수건.　案内の内容と違うものを選んでください。","매일 수업이 있습니다.","일주일에 세 번 합니다.","초보자를 위한 수업입니다.","수영복이 필요합니다.","1","매일 수업이 있습니다.","월·수·금(週3回)なので「매일 수업이 있습니다」は違う。","",""
"313","TOPIK II (3〜6級)","읽기","내용/주제","t3-r-theme-smartphone","","스마트폰은 생활을 편리하게 해 줍니다. 하지만 너무 오래 사용하면 눈 건강에 좋지 않고 잠도 잘 못 잡니다. 그래서 사용 시간을 정해 두는 것이 좋습니다.　この文の主題を選んでください。","스마트폰 사용 시간을 조절해야 한다.","스마트폰은 쓰면 안 된다.","스마트폰은 건강에 좋다.","스마트폰은 필요 없다.","1","스마트폰 사용 시간을 조절해야 한다.","「사용 시간을 정해 두는 것이 좋다」が主題。","",""
"314","TOPIK II (3〜6級)","읽기","내용/주제","t3-r-theme-water","","물은 우리 몸에 꼭 필요합니다. 하루에 여덟 잔 정도 마시면 건강에 좋습니다. 특히 아침에 일어나서 한 잔 마시는 것이 좋습니다.　この文の主題を選んでください。","물을 충분히 마시는 것이 좋다.","물을 적게 마셔야 한다.","아침에는 물을 마시면 안 된다.","물은 건강에 나쁘다.","1","물을 충분히 마시는 것이 좋다.","「하루에 여덟 잔 정도 마시면 건강에 좋다」→ 水を十分飲むのがよい。","",""
"315","TOPIK II (3〜6級)","읽기","지문 세트","t3-r-passage-korean-1","저는 외국어 공부를 좋아합니다. 작년부터 한국어를 배우기 시작했습니다. 매일 조금씩 단어를 외우고 드라마를 보면서 공부합니다. 아직 잘하지는 못하지만 한국 친구와 간단한 대화를 할 수 있게 되어서 기쁩니다.","이 사람은 한국어를 어떻게 공부합니까?　どのように韓国語を勉強していますか。","단어를 외우고 드라마를 봅니다.","학원에만 다닙니다.","책만 읽습니다.","친구에게서 배웁니다.","1","단어를 외우고 드라마를 봅니다.","「단어를 외우고 드라마를 보면서 공부한다」が方法。","",""
"316","TOPIK II (3〜6級)","읽기","지문 세트","t3-r-passage-korean-2","저는 외국어 공부를 좋아합니다. 작년부터 한국어를 배우기 시작했습니다. 매일 조금씩 단어를 외우고 드라마를 보면서 공부합니다. 아직 잘하지는 못하지만 한국 친구와 간단한 대화를 할 수 있게 되어서 기쁩니다.","内容と同じものを選んでください。","한국 친구와 간단한 대화를 할 수 있습니다.","한국어를 아주 잘합니다.","올해 처음 배우기 시작했습니다.","공부가 재미없습니다.","1","한국 친구와 간단한 대화를 할 수 있습니다.","「간단한 대화를 할 수 있게 되었다」が一致。学習開始は작년(昨年)。","",""
"317","TOPIK II (3〜6級)","읽기","빈칸 채우기","t4-r-g-myeon","","이번 시험에 ( ) 좋겠습니다.　（　）に入る正しいものを選んでください。","합격하면","합격해서","합격하거나","합격하지만","1","합격하면","「-(으)면 좋겠다」は願望「~するといい」。合格するといい。","",""
"318","TOPIK II (3〜6級)","읽기","빈칸 채우기","t4-r-g-giro","","우리는 주말에 만나( ) 했습니다.　（　）に入る正しいものを選んでください。","기로","려고","어서","는데","1","기로","「-기로 하다」は「~することにする」。週末に会うことにした。","",""
"319","TOPIK II (3〜6級)","읽기","빈칸 채우기","t4-r-g-daga","","책을 읽( ) 잠이 들었습니다.　（　）に入る正しいものを選んでください。","다가","어서","으면","도록","1","다가","「-다가」は動作の途中「~していて」。本を読んでいて寝てしまった。","",""
"320","TOPIK II (3〜6級)","읽기","빈칸 채우기","t4-r-g-ppeon","","길이 미끄러워서 넘어질 ( ).　（　）に入る正しいものを選んでください。","뻔했습니다","수 없습니다","줄 압니다","적이 있습니다","1","뻔했습니다","「-(으)ㄹ 뻔하다」は「~するところだった」。転ぶところだった。","",""
"321","TOPIK II (3〜6級)","읽기","빈칸 채우기","t4-r-syn-similar","","두 사람은 얼굴이 비슷합니다.　「비슷하다」と意味が近いものを選んでください。","닮았습니다","다릅니다","멉니다","큽니다","1","닮았습니다","「비슷하다(似ている)」=「닮다」。다르다は反対(違う)。","",""
"322","TOPIK II (3〜6級)","읽기","빈칸 채우기","t4-r-syn-convenient","","이 가방은 주머니가 많아서 아주 편리합니다.　「편리하다」と意味が近いものを選んでください。","편합니다","불편합니다","무겁습니다","비쌉니다","1","편합니다","「편리하다(便利だ)」=「편하다」。불편하다は反対。","",""
"323","TOPIK II (3〜6級)","읽기","빈칸 채우기","t4-r-syn-allday","","어제는 하루 종일 비가 왔습니다.　「하루 종일」と意味が近いものを選んでください。","온종일","잠깐","가끔","곧","1","온종일","「하루 종일(一日中)」=「온종일」。잠깐は少しの間。","",""
"324","TOPIK II (3〜6級)","읽기","내용/주제","t4-r-d-recycle","","우리 아파트는 매주 수요일에 재활용품을 버립니다. 종이, 병, 캔을 나누어서 정해진 곳에 버려야 합니다.　内容と同じものを選んでください。","재활용품은 수요일에 버립니다.","재활용품은 아무 때나 버립니다.","종이와 병을 같이 버립니다.","재활용을 하지 않습니다.","1","재활용품은 수요일에 버립니다.","「매주 수요일에 재활용품을 버린다」が一致。種類ごとに分ける。","",""
"325","TOPIK II (3〜6級)","읽기","내용/주제","t4-r-d-cinema","","［영화관 안내］ 상영 중에는 휴대폰을 꺼 주세요. 음식은 정해진 곳에서만 드실 수 있습니다. 다른 사람에게 방해가 되지 않도록 조용히 해 주세요.　内容と同じものを選んでください。","상영 중에는 휴대폰을 꺼야 합니다.","어디서나 음식을 먹어도 됩니다.","큰 소리로 말해도 됩니다.","휴대폰을 켜 두어도 됩니다.","1","상영 중에는 휴대폰을 꺼야 합니다.","「상영 중에는 휴대폰을 꺼 주세요」が一致。","",""
"326","TOPIK II (3〜6級)","읽기","내용/주제","t4-r-notdetail-cafe","","［카페 안내］ 영업시간: 오전 8시~오후 10시. 와이파이 무료. 노트북 사용 가능. 반려동물 출입 금지.　案内の内容と違うものを選んでください。","반려동물과 함께 들어갈 수 있습니다.","오전 8시에 문을 엽니다.","와이파이가 무료입니다.","노트북을 쓸 수 있습니다.","1","반려동물과 함께 들어갈 수 있습니다.","「반려동물 출입 금지(ペット立入禁止)」なので「함께 들어갈 수 있다」は違う。","",""
"327","TOPIK II (3〜6級)","읽기","내용/주제","t4-r-theme-manner","","공공장소에서는 다른 사람을 위해 작은 목소리로 이야기해야 합니다. 또 쓰레기는 쓰레기통에 버려야 합니다. 이런 작은 행동이 모두를 편하게 만듭니다.　この文の主題を選んでください。","공공장소에서는 예절을 지켜야 한다.","공공장소에서는 떠들어도 된다.","쓰레기는 아무 데나 버려도 된다.","예절은 중요하지 않다.","1","공공장소에서는 예절을 지켜야 한다.","小さな声・ゴミの始末 → 公共の場ではマナーを守るべき。","",""
"328","TOPIK II (3〜6級)","읽기","내용/주제","t4-r-theme-early","","아침 일찍 일어나면 하루를 길게 쓸 수 있습니다. 여유롭게 아침을 먹고 운동도 할 수 있습니다. 그래서 저는 일찍 일어나려고 노력합니다.　この文の主題を選んでください。","일찍 일어나면 좋은 점이 많다.","늦게 일어나는 것이 좋다.","아침을 거르는 것이 좋다.","운동은 저녁에 해야 한다.","1","일찍 일어나면 좋은 점이 많다.","「하루를 길게 쓸 수 있다」→ 早起きは良い点が多い。","",""
"329","TOPIK II (3〜6級)","읽기","지문 세트","t4-r-passage-market-1","우리 동네에는 오래된 시장이 있습니다. 그곳에는 신선한 채소와 과일이 많고 값도 쌉니다. 무엇보다 상인들이 친절해서 기분 좋게 장을 볼 수 있습니다. 그래서 저는 마트보다 시장에 자주 갑니다.","이 사람은 왜 시장에 자주 갑니까?　なぜよく市場に行きますか。","신선하고 싸고 상인들이 친절해서","집에서 가까워서","마트가 없어서","주차가 편해서","1","신선하고 싸고 상인들이 친절해서","「신선하고 값도 싸고 상인들이 친절해서」が理由。","",""
"330","TOPIK II (3〜6級)","읽기","지문 세트","t4-r-passage-market-2","우리 동네에는 오래된 시장이 있습니다. 그곳에는 신선한 채소와 과일이 많고 값도 쌉니다. 무엇보다 상인들이 친절해서 기분 좋게 장을 볼 수 있습니다. 그래서 저는 마트보다 시장에 자주 갑니다.","内容と同じものを選んでください。","이 사람은 마트보다 시장에 자주 갑니다.","시장 물건이 비쌉니다.","상인들이 불친절합니다.","채소가 신선하지 않습니다.","1","이 사람은 마트보다 시장에 자주 갑니다.","「마트보다 시장에 자주 갑니다」が一致。","",""
"331","TOPIK II (3〜6級)","읽기","빈칸 채우기","t5-r-g-pyeon","","저는 매운 음식을 잘 먹는 ( )입니다.　（　）に入る正しいものを選んでください。","편","적","줄","뻔","1","편","「-는 편이다」は「~の方だ」。辛い物をよく食べる方だ。","",""
"332","TOPIK II (3〜6級)","읽기","빈칸 채우기","t5-r-g-tenikka","","제가 도와줄 ( ) 걱정하지 마세요.　（　）に入る正しいものを選んでください。","테니까","바람에","더라도","도록","1","테니까","「-(으)ㄹ 테니까」は意志+理由「~するから」。手伝うから心配しないで。","",""
"333","TOPIK II (3〜6級)","읽기","빈칸 채우기","t5-r-g-neurago","","어제 시험공부를 ( ) 잠을 못 잤습니다.　（　）に入る正しいものを選んでください。","하느라고","하더라도","하자마자","하는데도","1","하느라고","「-느라고」は理由「~するのに(時間・労力)」。試験勉強をしていて寝られなかった。","",""
"334","TOPIK II (3〜6級)","읽기","빈칸 채우기","t5-r-g-onji","","한국에 ( ) 벌써 삼 년이 되었습니다.　（　）に入る正しいものを選んでください。","온 지","오는 데","올 때","와서","1","온 지","「-(으)ㄴ 지 ~ 되다」は経過時間「~してから」。韓国に来て3年になる。","",""
"335","TOPIK II (3〜6級)","읽기","빈칸 채우기","t5-r-syn-famous","","그 식당은 아주 유명합니다.　「유명하다」と意味が近いものを選んでください。","잘 알려져 있습니다","조용합니다","비쌉니다","새로 생겼습니다","1","잘 알려져 있습니다","「유명하다(有名だ)」=「잘 알려져 있다(よく知られている)」。","",""
"336","TOPIK II (3〜6級)","읽기","빈칸 채우기","t5-r-syn-pretty","","그 꽃은 정말 아름답습니다.　「아름답다」と意味が近いものを選んでください。","예쁩니다","화려합니다","더럽습니다","슬픕니다","1","예쁩니다","「아름답다(美しい)」=「예쁘다」。","",""
"337","TOPIK II (3〜6級)","읽기","빈칸 채우기","t5-r-syn-enough","","아직 시간이 충분합니다.　「충분하다」と意味が近いものを選んでください。","넉넉합니다","부족합니다","많습니다","적습니다","1","넉넉합니다","「충분하다(十分だ)」=「넉넉하다」。부족/모자라다は反対。","",""
"338","TOPIK II (3〜6級)","읽기","내용/주제","t5-r-d-bus","","［공항버스 안내］ 이 버스는 공항까지 갑니다. 삼십 분마다 출발합니다. 요금은 칠천 원이고 카드로만 낼 수 있습니다.　内容と同じものを選んでください。","요금은 카드로 냅니다.","현금으로 낼 수 있습니다.","한 시간마다 출발합니다.","버스는 시내로 갑니다.","1","요금은 카드로 냅니다.","「카드로만 낼 수 있다」→ カードで払う。30分ごと、空港行き。","",""
"339","TOPIK II (3〜6級)","읽기","내용/주제","t5-r-d-classchange","","다음 주 월요일 한국어 수업은 선생님 사정으로 화요일로 바뀌었습니다. 시간과 장소는 같습니다. 늦지 않게 와 주세요.　内容と同じものを選んでください。","월요일 수업이 화요일로 바뀌었습니다.","수업이 취소되었습니다.","수업 장소가 바뀌었습니다.","수업 시간이 바뀌었습니다.","1","월요일 수업이 화요일로 바뀌었습니다.","「월요일 수업이 화요일로 바뀌었다」が一致。時間・場所は同じ。","",""
"340","TOPIK II (3〜6級)","읽기","내용/주제","t5-r-notdetail-park","","［공원 이용 안내］ 자전거를 탈 수 있습니다. 반려견과 함께 산책할 수 있습니다. 밤 10시 이후에는 출입할 수 없습니다. 쓰레기는 가지고 가 주세요.　案内の内容と違うものを選んでください。","밤 11시에 들어갈 수 있습니다.","자전거를 탈 수 있습니다.","반려견과 산책할 수 있습니다.","쓰레기는 가지고 가야 합니다.","1","밤 11시에 들어갈 수 있습니다.","「밤 10시 이후에는 출입할 수 없다」→「11시에 들어갈 수 있다」は違う。","",""
